match_id,my_team,team1_gold,team2_gold,gold_diff,gold_leading_team,my_team_ahead_gold,team1_kills,team2_kills,kill_diff,kill_leading_team,my_team_ahead_kills,tower_fb,drake_fb,herald_fb,my_team_win,winner
LA1_1719287979,200,17086,19253,2167,200,True,2,10,8,200,False,100.0,100.0,200,True,200
LA1_1719608812,100,15717,16959,-1242,200,False,3,5,-2,200,False,100.0,200.0,100,True,100
LA1_1719841205,200,17565,14483,-3082,100,False,5,0,-5,100,True,200.0,100.0,100,False,100
LA1_1719862832,200,17689,17595,-94,100,False,7,8,1,200,False,200.0,200.0,200,True,200
LA1_1719852053,100,18118,15002,3116,100,True,8,0,8,100,True,200.0,200.0,100,True,100
LA1_1719808428,100,20817,16564,4253,100,True,13,3,10,100,True,200.0,100.0,100,True,100
LA1_1719792906,200,18334,17237,-1097,100,False,7,6,-1,100,True,200.0,200.0,100,True,200
LA1_1719785557,200,17483,19297,1814,200,True,8,10,2,200,False,100.0,100.0,200,True,200
LA1_1715688872,200,17401,17390,-11,100,False,7,5,-2,100,True,100.0,200.0,100,True,200
LA1_1715679634,200,16449,15967,-482,100,False,3,2,-1,100,True,100.0,200.0,200,True,200
LA1_1715837632,200,17178,18732,1554,200,True,4,9,5,200,False,100.0,200.0,200,False,100
LA1_1715844810,100,20258,17289,2969,100,True,14,7,7,100,True,200.0,200.0,100,True,100
LA1_1715834534,200,17568,18713,1145,200,True,7,10,3,200,False,100.0,200.0,200,False,100
LA1_1719762810,100,17344,19390,-2046,200,False,4,9,-5,200,False,100.0,200.0,200,False,200
LA1_1719772775,100,18571,15521,3050,100,True,5,1,4,100,True,200.0,100.0,100,False,200
LA1_1719779363,100,19135,16399,2736,100,True,10,5,5,100,True,200.0,200.0,100,True,100
LA1_1719706234,100,18884,18566,318,100,True,6,9,-3,200,False,200.0,200.0,200,False,200
LA1_1719955335,200,18687,20318,1631,200,True,8,11,3,200,False,200.0,200.0,100,False,100
LA1_1719950259,200,19466,19546,80,200,True,11,8,-3,100,True,100.0,200.0,200,True,200
LA1_1719728932,200,17242,16559,-683,100,False,4,3,-1,100,True,200.0,200.0,200,True,200
LA1_1719732512,200,18300,16595,-1705,100,False,6,5,-1,100,True,200.0,200.0,100,False,100
LA1_1719662001,100,15975,19268,-3293,200,False,5,11,-6,200,False,100.0,200.0,200,False,200
LA1_1719720862,200,18354,17522,-832,100,False,6,5,-1,100,True,100.0,100.0,100,False,100
LA1_1719475484,100,19475,17638,1837,100,True,8,6,2,100,True,200.0,100.0,100,True,100
LA1_1719479082,100,17733,16213,1520,100,True,7,4,3,100,True,100.0,100.0,100,True,100
LA1_1719722665,200,16155,18419,2264,200,True,3,6,3,200,False,100.0,200.0,200,True,200
LA1_1719483489,200,14980,17765,2785,200,True,1,5,4,200,False,100.0,200.0,200,False,100
LA1_1719629165,100,15356,20095,-4739,200,False,2,8,-6,200,False,100.0,200.0,,False,200
LA1_1719637837,100,17094,17835,-741,200,False,5,7,-2,200,False,100.0,200.0,200.0,True,100
LA1_1719748406,200,17928,17707,-221,100,False,7,4,-3,100,True,200.0,200.0,100.0,True,200
LA1_1719328136,200,16251,16929,678,200,True,5,3,-2,100,True,100.0,200.0,200,True,200
LA1_1719317704,200,15172,21032,5860,200,True,2,12,10,200,False,100.0,100.0,200,True,200
LA1_1719723244,200,17236,18363,1127,200,True,4,7,3,200,False,200.0,100.0,100,False,100
LA1_1719483768,100,15044,19470,-4426,200,False,2,11,-9,200,False,100.0,200.0,300,False,200
LA1_1719721867,200,15956,17621,1665,200,True,4,5,1,200,False,100.0,100.0,200,False,100
LA1_1719486231,200,17907,18017,110,200,True,5,10,5,200,False,200.0,200.0,100,False,100
LA1_1719869476,200,17057,17731,674,200,True,6,6,0,0,False,200.0,100.0,100,False,100
LA1_1719883308,100,16122,17425,-1303,200,False,2,7,-5,200,False,200.0,200.0,100,True,100
LA1_1719179050,100,16751,17713,-962,200,False,3,4,-1,200,False,200.0,200.0,100,True,100
LA1_1719361848,200,18317,17333,-984,100,False,8,4,-4,100,True,200.0,200.0,200,True,200
LA1_1719416655,200,18742,15195,-3547,100,False,10,2,-8,100,True,200.0,100.0,100,False,100
LA1_1719539414,200,18398,18316,-82,100,False,10,9,-1,100,True,200.0,100.0,100,True,200
LA1_1719322167,100,19546,15792,3754,100,True,9,2,7,100,True,200.0,100.0,100,True,100
LA1_1719683318,100,17287,16347,940,100,True,5,1,4,100,True,100.0,100.0,100,True,100
LA1_1719456252,100,20395,16202,4193,100,True,15,3,12,100,True,200.0,200.0,200,True,100
LA1_1719313136,200,16959,18101,1142,200,True,4,8,4,200,False,200.0,200.0,100,True,200
LA1_1719412050,200,16397,17234,837,200,True,4,4,0,0,False,100.0,200.0,100,False,100
LA1_1719751976,200,16244,17226,982,200,True,2,4,2,200,False,200.0,200.0,100,True,200
LA1_1719748052,200,17093,17370,277,200,True,3,3,0,0,False,100.0,100.0,200,True,200
LA1_1719856057,100,19308,17986,1322,100,True,11,5,6,100,True,200.0,100.0,200,True,100
LA1_1719889411,100,19462,16735,2727,100,True,10,5,5,100,True,200.0,100.0,100,True,100
LA1_1719737629,100,19418,16181,3237,100,True,10,3,7,100,True,200.0,200.0,100,True,100
LA1_1719857573,100,17944,20106,-2162,200,False,9,12,-3,200,False,100.0,200.0,200,False,200
LA1_1719870430,100,15874,19712,-3838,200,False,4,12,-8,200,False,100.0,200.0,200,True,100
LA1_1719846833,200,20400,18699,-1701,100,False,14,7,-7,100,True,200.0,100.0,100,False,100
LA1_1719836516,200,16744,19302,2558,200,True,5,10,5,200,False,100.0,200.0,200,False,100
LA1_1719925996,200,17272,18355,1083,200,True,3,6,3,200,False,100.0,200.0,200,True,200
LA1_1719946474,200,17559,18031,472,200,True,5,7,2,200,False,200.0,200.0,200,False,100
LA1_1719938784,200,19828,15722,-4106,100,False,13,4,-9,100,True,200.0,100.0,100,False,100
LA1_1719840252,200,17177,18210,1033,200,True,6,10,4,200,False,100.0,200.0,100,True,200
LA1_1719629744,100,20040,18017,2023,100,True,11,7,4,100,True,200.0,100.0,100,True,100
LA1_1719614383,100,15479,17940,-2461,200,False,3,10,-7,200,False,100.0,100.0,100,True,100
LA1_1719162613,100,17641,15872,1769,100,True,6,3,3,100,True,200.0,200.0,100.0,True,100
LA1_1719201052,200,18357,16663,-1694,100,False,8,3,-5,100,True,200.0,200.0,100.0,False,100
LA1_1719189405,100,16376,18467,-2091,200,False,3,6,-3,200,False,200.0,100.0,200.0,True,100
LA1_1718810172,100,19776,18657,1119,100,True,10,8,2,100,True,200.0,200.0,100.0,False,200
LA1_1719182593,200,19025,17120,-1905,100,False,11,4,-7,100,True,200.0,200.0,,False,100
LA1_1719951092,100,16783,17064,-281,200,False,4,4,0,0,False,200.0,200.0,200,True,100
LA1_1719945159,100,18763,18723,40,100,True,8,9,-1,200,False,100.0,200.0,200,True,100
LA1_1719927384,100,19169,20337,-1168,200,False,11,10,1,100,True,100.0,200.0,200,False,200
LA1_1719004407,200,17143,19292,2149,200,True,7,12,5,200,False,100.0,200.0,200,True,200
LA1_1719430300,200,16212,19948,3736,200,True,7,11,4,200,False,100.0,100.0,300,True,200
LA1_1719266810,200,16917,17562,645,200,True,4,6,2,200,False,100.0,200.0,200,True,200
LA1_1719086705,100,17894,15854,2040,100,True,8,3,5,100,True,200.0,100.0,100,True,100
LA1_1718993379,100,17889,17369,520,100,True,8,6,2,100,True,200.0,100.0,100,False,200
LA1_1719770638,200,19097,14756,-4341,100,False,9,2,-7,100,True,200.0,100.0,100,False,100
LA1_1719870480,200,19301,17904,-1397,100,False,9,6,-3,100,True,200.0,100.0,100,True,200
LA1_1719855617,200,16163,15767,-396,100,False,4,3,-1,100,True,200.0,200.0,100,True,200
LA1_1719816327,200,18410,17173,-1237,100,False,7,5,-2,100,True,200.0,200.0,100,False,100
LA1_1719771162,200,18278,14884,-3394,100,False,7,1,-6,100,True,100.0,200.0,200,False,100
LA1_1719666598,200,18034,17950,-84,100,False,10,9,-1,100,True,100.0,200.0,200,True,200
LA1_1719844884,200,15465,19897,4432,200,True,3,12,9,200,False,100.0,200.0,300,True,200
LA1_1719442117,100,15636,18448,-2812,200,False,2,7,-5,200,False,100.0,200.0,200,False,200
LA1_1719868665,100,20095,18977,1118,100,True,12,12,0,0,False,200.0,100.0,100,True,100
LA1_1719687865,200,17765,17623,-142,100,False,10,6,-4,100,True,200.0,200.0,100,False,100
LA1_1719659420,100,17528,18053,-525,200,False,7,8,-1,200,False,100.0,100.0,100,False,200
LA1_1719898809,200,19400,17123,-2277,100,False,8,5,-3,100,True,200.0,200.0,100,True,200
LA1_1719690612,200,15389,17932,2543,200,True,1,6,5,200,False,100.0,200.0,100,True,200
LA1_1719878536,200,17825,20371,2546,200,True,6,14,8,200,False,200.0,100.0,100,False,100
LA1_1719699250,100,16643,18594,-1951,200,False,7,9,-2,200,False,100.0,200.0,200,True,100
LA1_1719912440,100,18775,16841,1934,100,True,9,6,3,100,True,100.0,200.0,300,True,100
LA1_1719893943,200,19160,20334,1174,200,True,11,12,1,200,False,100.0,200.0,200,True,200
LA1_1719514502,200,16860,19346,2486,200,True,5,10,5,200,False,100.0,200.0,100,True,200
LA1_1719517699,100,19885,16120,3765,100,True,11,4,7,100,True,200.0,100.0,100,True,100
LA1_1719536506,200,19181,19853,672,200,True,12,11,-1,100,True,200.0,100.0,100,False,100
