match_id,my_team,team1_gold,team2_gold,gold_diff,gold_leading_team,my_team_ahead_gold,team1_kills,team2_kills,kill_diff,kill_leading_team,my_team_ahead_kills,my_team_win,winner
LA1_1718836097,200,21063,18275,-2788,100,False,12,7,-5,100,True,False,100
LA1_1718853499,100,15666,17976,-2310,200,False,3,5,-2,200,False,False,200
LA1_1718806565,200,17989,15169,-2820,100,False,7,1,-6,100,True,True,200
LA1_1718798099,200,16672,19864,3192,200,False,4,10,6,200,False,True,200
LA1_1718865807,100,17155,19091,-1936,200,False,5,7,-2,200,False,False,200
LA1_1718713554,200,16317,19349,3032,200,False,5,9,4,200,False,True,200
LA1_1718686379,100,18047,18509,-462,200,False,6,9,-3,200,False,True,100
LA1_1718696691,100,17273,17959,-686,200,False,4,5,-1,200,False,False,200
LA1_1718672162,100,17625,19214,-1589,200,False,8,10,-2,200,False,False,200
LA1_1718722460,100,17230,19083,-1853,200,False,5,10,-5,200,False,False,200
LA1_1717966582,200,17273,19150,1877,200,False,7,9,2,200,False,True,200
LA1_1718283521,200,17616,17863,247,200,False,7,8,1,200,False,True,200
LA1_1718502252,200,19822,18109,-1713,100,False,11,8,-3,100,True,False,100
LA1_1717978051,100,19889,16868,3021,100,False,11,4,7,100,True,True,100
LA1_1718011485,100,18842,18290,552,100,False,8,8,0,0,False,True,100
LA1_1718537308,200,16298,16187,-111,100,False,2,2,0,0,False,True,200
LA1_1718525180,100,17087,15708,1379,100,False,4,1,3,100,True,True,100
LA1_1718272734,200,18077,17778,-299,100,False,6,6,0,0,False,False,100
LA1_1718003489,200,14805,19913,5108,200,False,2,12,10,200,False,True,200
LA1_1718483758,200,17826,16921,-905,100,False,8,7,-1,100,True,False,100
LA1_1717640915,200,19168,17624,-1544,100,False,9,5,-4,100,True,False,100
LA1_1717643325,200,20475,18643,-1832,100,False,12,7,-5,100,True,True,200
LA1_1717928026,100,14992,20163,-5171,200,False,2,10,-8,200,False,False,200
LA1_1717917545,200,18793,19004,211,200,False,10,9,-1,100,True,False,100
LA1_1717931144,200,17419,19326,1907,200,False,7,12,5,200,False,False,100
LA1_1717916160,200,20219,20140,-79,100,False,12,11,-1,100,True,True,200
LA1_1717643152,100,15736,17996,-2260,200,False,3,8,-5,200,False,False,200
LA1_1717890720,200,16610,18517,1907,200,False,4,8,4,200,False,True,200
LA1_1717892356,200,18849,15418,-3431,100,False,9,2,-7,100,True,False,100
LA1_1717888918,100,15539,16216,-677,200,False,4,3,1,100,True,True,100
LA1_1717894266,200,17882,18331,449,200,False,7,8,1,200,False,True,200
LA1_1717585276,100,19829,15531,4298,100,False,11,3,8,100,True,True,100
LA1_1715957454,200,17499,16689,-810,100,False,7,4,-3,100,True,False,100
LA1_1715942929,100,16423,18670,-2247,200,False,4,7,-3,200,False,True,100
LA1_1717568213,100,19602,17493,2109,100,False,13,5,8,100,True,False,200
LA1_1718571401,200,16352,18102,1750,200,False,6,8,2,200,False,True,200
LA1_1717594543,200,15436,18262,2826,200,False,3,8,5,200,False,True,200
